resample,delta_f1
"[(2550, 2490, 2610), (5031, 4971, 5091), (3884, 3824, 3944), (5784, 5724, 5844), (2867, 2807, 2927), (590, 530, 650), (22, 0, 82), (1860, 1800, 1920), (1860, 1800, 1920), (2550, 2490, 2610), (4724, 4664, 4784), (4501, 4441, 4561), (5597, 5537, 5657)]",-0.09422492401215812
"[(590, 530, 650), (1860, 1800, 1920), (5597, 5537, 5657), (4724, 4664, 4784), (4724, 4664, 4784), (1860, 1800, 1920), (4724, 4664, 4784), (376, 316, 436), (22, 0, 82), (2550, 2490, 2610), (2550, 2490, 2610), (22, 0, 82), (2867, 2807, 2927)]",-0.12404470657067906
"[(5031, 4971, 5091), (5784, 5724, 5844), (2867, 2807, 2927), (3884, 3824, 3944), (5031, 4971, 5091), (2147, 2087, 2207), (4501, 4441, 4561), (4501, 4441, 4561), (3884, 3824, 3944), (376, 316, 436), (3884, 3824, 3944), (1860, 1800, 1920), (1860, 1800, 1920)]",-0.0799612840345543
"[(4724, 4664, 4784), (5031, 4971, 5091), (5597, 5537, 5657), (1860, 1800, 1920), (2147, 2087, 2207), (1860, 1800, 1920), (3884, 3824, 3944), (4501, 4441, 4561), (2550, 2490, 2610), (2550, 2490, 2610), (5597, 5537, 5657), (5031, 4971, 5091), (590, 530, 650)]",-0.06793770646531383
"[(4724, 4664, 4784), (376, 316, 436), (2147, 2087, 2207), (1860, 1800, 1920), (2867, 2807, 2927), (2147, 2087, 2207), (3884, 3824, 3944), (2147, 2087, 2207), (2550, 2490, 2610), (5031, 4971, 5091), (5784, 5724, 5844), (4724, 4664, 4784), (2867, 2807, 2927)]",-0.06620103822557816
"[(5031, 4971, 5091), (2147, 2087, 2207), (3884, 3824, 3944), (4724, 4664, 4784), (22, 0, 82), (2550, 2490, 2610), (5784, 5724, 5844), (376, 316, 436), (22, 0, 82), (4724, 4664, 4784), (5784, 5724, 5844), (376, 316, 436), (590, 530, 650)]",-0.026509329531970438
"[(22, 0, 82), (3884, 3824, 3944), (1860, 1800, 1920), (376, 316, 436), (5597, 5537, 5657), (5597, 5537, 5657), (5784, 5724, 5844), (4501, 4441, 4561), (5597, 5537, 5657), (2550, 2490, 2610), (1860, 1800, 1920), (3884, 3824, 3944), (2867, 2807, 2927)]",-0.10908743400043003
"[(5031, 4971, 5091), (2867, 2807, 2927), (590, 530, 650), (376, 316, 436), (22, 0, 82), (3884, 3824, 3944), (22, 0, 82), (4724, 4664, 4784), (590, 530, 650), (3884, 3824, 3944), (5031, 4971, 5091), (4724, 4664, 4784), (2550, 2490, 2610)]",-0.04488650276958389
"[(2867, 2807, 2927), (22, 0, 82), (2867, 2807, 2927), (22, 0, 82), (5597, 5537, 5657), (5031, 4971, 5091), (5784, 5724, 5844), (3884, 3824, 3944), (22, 0, 82), (5784, 5724, 5844), (3884, 3824, 3944), (5597, 5537, 5657), (2147, 2087, 2207)]",-0.16143790849673206
"[(2867, 2807, 2927), (4501, 4441, 4561), (2147, 2087, 2207), (5784, 5724, 5844), (2550, 2490, 2610), (4501, 4441, 4561), (2550, 2490, 2610), (2867, 2807, 2927), (5031, 4971, 5091), (2867, 2807, 2927), (3884, 3824, 3944), (5031, 4971, 5091), (2867, 2807, 2927)]",-0.07790513338744731
"[(2867, 2807, 2927), (2147, 2087, 2207), (3884, 3824, 3944), (1860, 1800, 1920), (1860, 1800, 1920), (5597, 5537, 5657), (22, 0, 82), (5031, 4971, 5091), (22, 0, 82), (5031, 4971, 5091), (376, 316, 436), (5784, 5724, 5844), (1860, 1800, 1920)]",-0.1409424300583743
"[(590, 530, 650), (4724, 4664, 4784), (22, 0, 82), (5031, 4971, 5091), (2147, 2087, 2207), (4724, 4664, 4784), (4724, 4664, 4784), (4724, 4664, 4784), (3884, 3824, 3944), (2550, 2490, 2610), (2867, 2807, 2927), (22, 0, 82), (5031, 4971, 5091)]",-0.0927996777904816
"[(5031, 4971, 5091), (5031, 4971, 5091), (5597, 5537, 5657), (22, 0, 82), (5031, 4971, 5091), (2867, 2807, 2927), (590, 530, 650), (4501, 4441, 4561), (2550, 2490, 2610), (4501, 4441, 4561), (1860, 1800, 1920), (1860, 1800, 1920), (5031, 4971, 5091)]",-0.11521373489568404
"[(1860, 1800, 1920), (2550, 2490, 2610), (3884, 3824, 3944), (5031, 4971, 5091), (22, 0, 82), (22, 0, 82), (2147, 2087, 2207), (590, 530, 650), (3884, 3824, 3944), (590, 530, 650), (5784, 5724, 5844), (5031, 4971, 5091), (22, 0, 82)]",-0.032076767847684484
"[(22, 0, 82), (2550, 2490, 2610), (3884, 3824, 3944), (5784, 5724, 5844), (5597, 5537, 5657), (2147, 2087, 2207), (5031, 4971, 5091), (3884, 3824, 3944), (590, 530, 650), (3884, 3824, 3944), (4501, 4441, 4561), (5597, 5537, 5657), (5031, 4971, 5091)]",-0.08535944381176888
"[(2867, 2807, 2927), (2550, 2490, 2610), (2867, 2807, 2927), (4501, 4441, 4561), (2147, 2087, 2207), (1860, 1800, 1920), (4724, 4664, 4784), (4724, 4664, 4784), (2147, 2087, 2207), (376, 316, 436), (1860, 1800, 1920), (4724, 4664, 4784), (376, 316, 436)]",-0.0941774758529769
"[(5597, 5537, 5657), (2867, 2807, 2927), (4724, 4664, 4784), (4501, 4441, 4561), (4501, 4441, 4561), (2867, 2807, 2927), (22, 0, 82), (5784, 5724, 5844), (3884, 3824, 3944), (1860, 1800, 1920), (5784, 5724, 5844), (3884, 3824, 3944), (590, 530, 650)]",-0.12393186216343208
"[(2147, 2087, 2207), (590, 530, 650), (5597, 5537, 5657), (1860, 1800, 1920), (4724, 4664, 4784), (3884, 3824, 3944), (590, 530, 650), (4501, 4441, 4561), (5597, 5537, 5657), (4724, 4664, 4784), (2550, 2490, 2610), (4501, 4441, 4561), (1860, 1800, 1920)]",-0.08590020521485164
"[(2147, 2087, 2207), (5031, 4971, 5091), (22, 0, 82), (590, 530, 650), (1860, 1800, 1920), (22, 0, 82), (5784, 5724, 5844), (22, 0, 82), (5784, 5724, 5844), (376, 316, 436), (376, 316, 436), (22, 0, 82), (1860, 1800, 1920)]",-0.03803921568627455
"[(2550, 2490, 2610), (22, 0, 82), (5597, 5537, 5657), (2147, 2087, 2207), (2147, 2087, 2207), (4501, 4441, 4561), (2147, 2087, 2207), (2550, 2490, 2610), (5031, 4971, 5091), (5784, 5724, 5844), (5597, 5537, 5657), (5031, 4971, 5091), (3884, 3824, 3944)]",-0.07789748756413062
"[(1860, 1800, 1920), (2550, 2490, 2610), (2867, 2807, 2927), (2147, 2087, 2207), (4501, 4441, 4561), (1860, 1800, 1920), (4724, 4664, 4784), (2147, 2087, 2207), (22, 0, 82), (5597, 5537, 5657), (2147, 2087, 2207), (22, 0, 82), (5597, 5537, 5657)]",-0.16339382904425673
"[(3884, 3824, 3944), (590, 530, 650), (2147, 2087, 2207), (22, 0, 82), (4501, 4441, 4561), (22, 0, 82), (2867, 2807, 2927), (1860, 1800, 1920), (376, 316, 436), (1860, 1800, 1920), (5597, 5537, 5657), (4724, 4664, 4784), (5031, 4971, 5091)]",-0.13367189493955772
"[(5597, 5537, 5657), (2867, 2807, 2927), (590, 530, 650), (2147, 2087, 2207), (22, 0, 82), (3884, 3824, 3944), (2550, 2490, 2610), (590, 530, 650), (2867, 2807, 2927), (2550, 2490, 2610), (2147, 2087, 2207), (376, 316, 436), (4724, 4664, 4784)]",-0.15441510245363102
"[(3884, 3824, 3944), (5784, 5724, 5844), (5031, 4971, 5091), (590, 530, 650), (1860, 1800, 1920), (3884, 3824, 3944), (2550, 2490, 2610), (5597, 5537, 5657), (5784, 5724, 5844), (1860, 1800, 1920), (3884, 3824, 3944), (376, 316, 436), (5597, 5537, 5657)]",-0.026419936698721946
"[(590, 530, 650), (376, 316, 436), (5784, 5724, 5844), (4724, 4664, 4784), (4724, 4664, 4784), (2147, 2087, 2207), (4724, 4664, 4784), (2147, 2087, 2207), (22, 0, 82), (3884, 3824, 3944), (590, 530, 650), (5031, 4971, 5091), (2867, 2807, 2927)]",-0.09496571606049264
"[(590, 530, 650), (22, 0, 82), (3884, 3824, 3944), (3884, 3824, 3944), (1860, 1800, 1920), (590, 530, 650), (5784, 5724, 5844), (1860, 1800, 1920), (5031, 4971, 5091), (4501, 4441, 4561), (5031, 4971, 5091), (5784, 5724, 5844), (2867, 2807, 2927)]",-0.06358156613606553
"[(2867, 2807, 2927), (2867, 2807, 2927), (590, 530, 650), (4724, 4664, 4784), (1860, 1800, 1920), (22, 0, 82), (2147, 2087, 2207), (2147, 2087, 2207), (22, 0, 82), (376, 316, 436), (2550, 2490, 2610), (5784, 5724, 5844), (2867, 2807, 2927)]",-0.10876291122808973
"[(1860, 1800, 1920), (1860, 1800, 1920), (4501, 4441, 4561), (22, 0, 82), (2550, 2490, 2610), (2867, 2807, 2927), (376, 316, 436), (5784, 5724, 5844), (590, 530, 650), (5597, 5537, 5657), (5784, 5724, 5844), (2867, 2807, 2927), (3884, 3824, 3944)]",-0.11247155540190934
"[(3884, 3824, 3944), (376, 316, 436), (3884, 3824, 3944), (2867, 2807, 2927), (4501, 4441, 4561), (5031, 4971, 5091), (22, 0, 82), (376, 316, 436), (4724, 4664, 4784), (4501, 4441, 4561), (5784, 5724, 5844), (590, 530, 650), (2550, 2490, 2610)]",-0.047940148893304085
"[(22, 0, 82), (5031, 4971, 5091), (3884, 3824, 3944), (5031, 4971, 5091), (376, 316, 436), (4501, 4441, 4561), (5784, 5724, 5844), (4501, 4441, 4561), (376, 316, 436), (5784, 5724, 5844), (5031, 4971, 5091), (5597, 5537, 5657), (4501, 4441, 4561)]",-0.03729847494553376
"[(590, 530, 650), (2147, 2087, 2207), (3884, 3824, 3944), (1860, 1800, 1920), (4501, 4441, 4561), (4501, 4441, 4561), (590, 530, 650), (22, 0, 82), (5597, 5537, 5657), (22, 0, 82), (376, 316, 436), (3884, 3824, 3944), (3884, 3824, 3944)]",-0.10944875837920512
"[(2867, 2807, 2927), (4724, 4664, 4784), (2147, 2087, 2207), (376, 316, 436), (4501, 4441, 4561), (5031, 4971, 5091), (4501, 4441, 4561), (590, 530, 650), (376, 316, 436), (5784, 5724, 5844), (2147, 2087, 2207), (3884, 3824, 3944), (376, 316, 436)]",-0.08207645115620568
"[(22, 0, 82), (22, 0, 82), (376, 316, 436), (5031, 4971, 5091), (2867, 2807, 2927), (376, 316, 436), (2147, 2087, 2207), (1860, 1800, 1920), (2147, 2087, 2207), (3884, 3824, 3944), (4724, 4664, 4784), (2147, 2087, 2207), (2867, 2807, 2927)]",-0.08795461898188228
"[(4501, 4441, 4561), (3884, 3824, 3944), (3884, 3824, 3944), (22, 0, 82), (5597, 5537, 5657), (2147, 2087, 2207), (2867, 2807, 2927), (5031, 4971, 5091), (22, 0, 82), (4501, 4441, 4561), (5784, 5724, 5844), (2550, 2490, 2610), (5784, 5724, 5844)]",-0.1377151207702538
"[(22, 0, 82), (4724, 4664, 4784), (376, 316, 436), (376, 316, 436), (2550, 2490, 2610), (3884, 3824, 3944), (2147, 2087, 2207), (5784, 5724, 5844), (590, 530, 650), (2867, 2807, 2927), (376, 316, 436), (2550, 2490, 2610), (5784, 5724, 5844)]",-0.10416384617222404
"[(4501, 4441, 4561), (5784, 5724, 5844), (590, 530, 650), (2867, 2807, 2927), (5031, 4971, 5091), (4501, 4441, 4561), (22, 0, 82), (5597, 5537, 5657), (3884, 3824, 3944), (3884, 3824, 3944), (5784, 5724, 5844), (3884, 3824, 3944), (5597, 5537, 5657)]",-0.11796633839983173
"[(5597, 5537, 5657), (590, 530, 650), (2550, 2490, 2610), (4501, 4441, 4561), (2867, 2807, 2927), (4501, 4441, 4561), (590, 530, 650), (5597, 5537, 5657), (1860, 1800, 1920), (1860, 1800, 1920), (5784, 5724, 5844), (5784, 5724, 5844), (2147, 2087, 2207)]",-0.1616020585562115
"[(2147, 2087, 2207), (22, 0, 82), (5031, 4971, 5091), (22, 0, 82), (3884, 3824, 3944), (1860, 1800, 1920), (5597, 5537, 5657), (4724, 4664, 4784), (4501, 4441, 4561), (1860, 1800, 1920), (2147, 2087, 2207), (376, 316, 436), (2147, 2087, 2207)]",-0.07445707141093746
"[(3884, 3824, 3944), (22, 0, 82), (22, 0, 82), (2867, 2807, 2927), (590, 530, 650), (376, 316, 436), (2147, 2087, 2207), (4724, 4664, 4784), (4501, 4441, 4561), (590, 530, 650), (5784, 5724, 5844), (2867, 2807, 2927), (376, 316, 436)]",-0.11106244375602262
"[(2550, 2490, 2610), (2550, 2490, 2610), (5031, 4971, 5091), (22, 0, 82), (4724, 4664, 4784), (4501, 4441, 4561), (2867, 2807, 2927), (2867, 2807, 2927), (4724, 4664, 4784), (5784, 5724, 5844), (2147, 2087, 2207), (3884, 3824, 3944), (5597, 5537, 5657)]",-0.12701391553426464
"[(376, 316, 436), (3884, 3824, 3944), (2550, 2490, 2610), (5597, 5537, 5657), (2867, 2807, 2927), (5784, 5724, 5844), (4724, 4664, 4784), (376, 316, 436), (4501, 4441, 4561), (376, 316, 436), (376, 316, 436), (5031, 4971, 5091), (22, 0, 82)]",-0.08510142549066538
"[(376, 316, 436), (2147, 2087, 2207), (3884, 3824, 3944), (5031, 4971, 5091), (2867, 2807, 2927), (5031, 4971, 5091), (590, 530, 650), (5031, 4971, 5091), (5597, 5537, 5657), (1860, 1800, 1920), (2147, 2087, 2207), (22, 0, 82), (5597, 5537, 5657)]",-0.15014454204461286
"[(1860, 1800, 1920), (5031, 4971, 5091), (376, 316, 436), (2550, 2490, 2610), (3884, 3824, 3944), (5597, 5537, 5657), (2867, 2807, 2927), (590, 530, 650), (5597, 5537, 5657), (5784, 5724, 5844), (5031, 4971, 5091), (376, 316, 436), (1860, 1800, 1920)]",-0.08892873997168477
"[(5784, 5724, 5844), (3884, 3824, 3944), (2867, 2807, 2927), (22, 0, 82), (2147, 2087, 2207), (590, 530, 650), (4501, 4441, 4561), (3884, 3824, 3944), (5031, 4971, 5091), (5031, 4971, 5091), (4501, 4441, 4561), (5597, 5537, 5657), (2867, 2807, 2927)]",-0.15381583034029095
"[(5031, 4971, 5091), (4724, 4664, 4784), (2147, 2087, 2207), (2867, 2807, 2927), (5784, 5724, 5844), (4501, 4441, 4561), (5597, 5537, 5657), (2550, 2490, 2610), (590, 530, 650), (2550, 2490, 2610), (376, 316, 436), (376, 316, 436), (4501, 4441, 4561)]",-0.12413696647055206
"[(5031, 4971, 5091), (590, 530, 650), (3884, 3824, 3944), (2147, 2087, 2207), (2147, 2087, 2207), (376, 316, 436), (2867, 2807, 2927), (590, 530, 650), (2867, 2807, 2927), (5031, 4971, 5091), (3884, 3824, 3944), (5031, 4971, 5091), (5597, 5537, 5657)]",-0.14754607409990028
"[(2867, 2807, 2927), (22, 0, 82), (4724, 4664, 4784), (2550, 2490, 2610), (5031, 4971, 5091), (2867, 2807, 2927), (5597, 5537, 5657), (5784, 5724, 5844), (2147, 2087, 2207), (590, 530, 650), (5784, 5724, 5844), (1860, 1800, 1920), (2867, 2807, 2927)]",-0.14045458171719896
"[(2550, 2490, 2610), (22, 0, 82), (4501, 4441, 4561), (5597, 5537, 5657), (3884, 3824, 3944), (2867, 2807, 2927), (2550, 2490, 2610), (4724, 4664, 4784), (4724, 4664, 4784), (5597, 5537, 5657), (3884, 3824, 3944), (22, 0, 82), (3884, 3824, 3944)]",-0.12183006535947712
"[(2550, 2490, 2610), (5031, 4971, 5091), (2550, 2490, 2610), (2867, 2807, 2927), (376, 316, 436), (22, 0, 82), (4724, 4664, 4784), (3884, 3824, 3944), (5031, 4971, 5091), (376, 316, 436), (1860, 1800, 1920), (3884, 3824, 3944), (2147, 2087, 2207)]",-0.07886500649045547
"[(590, 530, 650), (590, 530, 650), (3884, 3824, 3944), (5031, 4971, 5091), (590, 530, 650), (590, 530, 650), (4724, 4664, 4784), (1860, 1800, 1920), (2147, 2087, 2207), (5031, 4971, 5091), (22, 0, 82), (2147, 2087, 2207), (5784, 5724, 5844)]",-0.034436142279811066
"[(4724, 4664, 4784), (2147, 2087, 2207), (5031, 4971, 5091), (3884, 3824, 3944), (2867, 2807, 2927), (3884, 3824, 3944), (4501, 4441, 4561), (2147, 2087, 2207), (2550, 2490, 2610), (5784, 5724, 5844), (2147, 2087, 2207), (22, 0, 82), (2147, 2087, 2207)]",-0.0825362947861335
"[(5597, 5537, 5657), (2867, 2807, 2927), (5031, 4971, 5091), (4501, 4441, 4561), (4724, 4664, 4784), (5031, 4971, 5091), (2867, 2807, 2927), (1860, 1800, 1920), (4501, 4441, 4561), (2867, 2807, 2927), (5784, 5724, 5844), (4501, 4441, 4561), (22, 0, 82)]",-0.10900905678049058
"[(5784, 5724, 5844), (2867, 2807, 2927), (590, 530, 650), (22, 0, 82), (5784, 5724, 5844), (2867, 2807, 2927), (1860, 1800, 1920), (2147, 2087, 2207), (5597, 5537, 5657), (5597, 5537, 5657), (2867, 2807, 2927), (5031, 4971, 5091), (590, 530, 650)]",-0.16684590365530252
"[(5784, 5724, 5844), (4501, 4441, 4561), (5784, 5724, 5844), (4724, 4664, 4784), (376, 316, 436), (2147, 2087, 2207), (590, 530, 650), (376, 316, 436), (5784, 5724, 5844), (1860, 1800, 1920), (5597, 5537, 5657), (2550, 2490, 2610), (1860, 1800, 1920)]",-0.08411514865502595
"[(5031, 4971, 5091), (4501, 4441, 4561), (5597, 5537, 5657), (5031, 4971, 5091), (2147, 2087, 2207), (22, 0, 82), (4724, 4664, 4784), (1860, 1800, 1920), (22, 0, 82), (5031, 4971, 5091), (376, 316, 436), (22, 0, 82), (5031, 4971, 5091)]",-0.08122325223083021
"[(4501, 4441, 4561), (376, 316, 436), (3884, 3824, 3944), (2147, 2087, 2207), (5784, 5724, 5844), (1860, 1800, 1920), (590, 530, 650), (590, 530, 650), (2147, 2087, 2207), (22, 0, 82), (3884, 3824, 3944), (1860, 1800, 1920), (22, 0, 82)]",-0.05506398611543897
"[(2550, 2490, 2610), (5784, 5724, 5844), (3884, 3824, 3944), (590, 530, 650), (5031, 4971, 5091), (2147, 2087, 2207), (2867, 2807, 2927), (590, 530, 650), (2867, 2807, 2927), (5784, 5724, 5844), (376, 316, 436), (376, 316, 436), (5597, 5537, 5657)]",-0.12928739971684755
"[(3884, 3824, 3944), (2867, 2807, 2927), (3884, 3824, 3944), (376, 316, 436), (5597, 5537, 5657), (1860, 1800, 1920), (2550, 2490, 2610), (4501, 4441, 4561), (2867, 2807, 2927), (3884, 3824, 3944), (2550, 2490, 2610), (5784, 5724, 5844), (1860, 1800, 1920)]",-0.10073570451759328
"[(3884, 3824, 3944), (2550, 2490, 2610), (376, 316, 436), (3884, 3824, 3944), (1860, 1800, 1920), (5031, 4971, 5091), (2550, 2490, 2610), (376, 316, 436), (5784, 5724, 5844), (2147, 2087, 2207), (2867, 2807, 2927), (5031, 4971, 5091), (5597, 5537, 5657)]",-0.11995280792826798
"[(5784, 5724, 5844), (2147, 2087, 2207), (3884, 3824, 3944), (5597, 5537, 5657), (4724, 4664, 4784), (5784, 5724, 5844), (590, 530, 650), (2550, 2490, 2610), (3884, 3824, 3944), (4501, 4441, 4561), (4501, 4441, 4561), (3884, 3824, 3944), (5784, 5724, 5844)]",-0.08590020521485164
"[(1860, 1800, 1920), (590, 530, 650), (3884, 3824, 3944), (4501, 4441, 4561), (5031, 4971, 5091), (2867, 2807, 2927), (590, 530, 650), (1860, 1800, 1920), (376, 316, 436), (4724, 4664, 4784), (4501, 4441, 4561), (2550, 2490, 2610), (1860, 1800, 1920)]",-0.03517697026899477
"[(22, 0, 82), (1860, 1800, 1920), (2550, 2490, 2610), (376, 316, 436), (4724, 4664, 4784), (5031, 4971, 5091), (22, 0, 82), (2147, 2087, 2207), (376, 316, 436), (1860, 1800, 1920), (22, 0, 82), (2550, 2490, 2610), (2550, 2490, 2610)]",-0.013333333333333253
"[(376, 316, 436), (3884, 3824, 3944), (1860, 1800, 1920), (3884, 3824, 3944), (4501, 4441, 4561), (376, 316, 436), (1860, 1800, 1920), (1860, 1800, 1920), (4501, 4441, 4561), (4501, 4441, 4561), (5784, 5724, 5844), (2867, 2807, 2927), (1860, 1800, 1920)]",-0.06280434542726918
"[(5031, 4971, 5091), (2867, 2807, 2927), (5031, 4971, 5091), (5597, 5537, 5657), (2867, 2807, 2927), (3884, 3824, 3944), (5031, 4971, 5091), (4501, 4441, 4561), (2147, 2087, 2207), (376, 316, 436), (4501, 4441, 4561), (376, 316, 436), (2867, 2807, 2927)]",-0.13967956505395968
"[(2867, 2807, 2927), (4724, 4664, 4784), (2550, 2490, 2610), (3884, 3824, 3944), (2147, 2087, 2207), (2550, 2490, 2610), (4724, 4664, 4784), (2550, 2490, 2610), (4501, 4441, 4561), (22, 0, 82), (5597, 5537, 5657), (4724, 4664, 4784), (590, 530, 650)]",-0.15808639074930914
"[(1860, 1800, 1920), (5597, 5537, 5657), (2147, 2087, 2207), (2550, 2490, 2610), (3884, 3824, 3944), (5031, 4971, 5091), (590, 530, 650), (1860, 1800, 1920), (5031, 4971, 5091), (5784, 5724, 5844), (22, 0, 82), (5031, 4971, 5091), (5031, 4971, 5091)]",-0.08535944381176888
"[(2867, 2807, 2927), (5031, 4971, 5091), (1860, 1800, 1920), (4501, 4441, 4561), (3884, 3824, 3944), (376, 316, 436), (3884, 3824, 3944), (1860, 1800, 1920), (4501, 4441, 4561), (590, 530, 650), (5784, 5724, 5844), (590, 530, 650), (5597, 5537, 5657)]",-0.09546956111373295
"[(5031, 4971, 5091), (376, 316, 436), (3884, 3824, 3944), (4724, 4664, 4784), (2550, 2490, 2610), (4501, 4441, 4561), (4724, 4664, 4784), (3884, 3824, 3944), (2867, 2807, 2927), (5784, 5724, 5844), (376, 316, 436), (3884, 3824, 3944), (22, 0, 82)]",-0.03781188032077981
"[(2147, 2087, 2207), (22, 0, 82), (5784, 5724, 5844), (2867, 2807, 2927), (2550, 2490, 2610), (1860, 1800, 1920), (4724, 4664, 4784), (376, 316, 436), (5784, 5724, 5844), (3884, 3824, 3944), (376, 316, 436), (376, 316, 436), (1860, 1800, 1920)]",-0.09496173418598536
"[(2867, 2807, 2927), (4724, 4664, 4784), (5597, 5537, 5657), (1860, 1800, 1920), (1860, 1800, 1920), (5597, 5537, 5657), (4501, 4441, 4561), (3884, 3824, 3944), (22, 0, 82), (5784, 5724, 5844), (5784, 5724, 5844), (2147, 2087, 2207), (22, 0, 82)]",-0.15578287634686905
"[(4501, 4441, 4561), (590, 530, 650), (1860, 1800, 1920), (376, 316, 436), (590, 530, 650), (2147, 2087, 2207), (2867, 2807, 2927), (376, 316, 436), (4501, 4441, 4561), (5031, 4971, 5091), (2867, 2807, 2927), (1860, 1800, 1920), (5784, 5724, 5844)]",-0.09396041056460222
"[(590, 530, 650), (2147, 2087, 2207), (5031, 4971, 5091), (376, 316, 436), (4501, 4441, 4561), (5784, 5724, 5844), (4724, 4664, 4784), (1860, 1800, 1920), (2867, 2807, 2927), (1860, 1800, 1920), (3884, 3824, 3944), (4724, 4664, 4784), (4501, 4441, 4561)]",-0.08030557385324402
"[(22, 0, 82), (2867, 2807, 2927), (376, 316, 436), (376, 316, 436), (3884, 3824, 3944), (590, 530, 650), (4724, 4664, 4784), (2147, 2087, 2207), (2147, 2087, 2207), (5597, 5537, 5657), (1860, 1800, 1920), (4724, 4664, 4784), (4724, 4664, 4784)]",-0.16131370003742965
"[(1860, 1800, 1920), (376, 316, 436), (5031, 4971, 5091), (5597, 5537, 5657), (2550, 2490, 2610), (22, 0, 82), (5597, 5537, 5657), (2867, 2807, 2927), (1860, 1800, 1920), (376, 316, 436), (5784, 5724, 5844), (590, 530, 650), (376, 316, 436)]",-0.10679188334700443
"[(4501, 4441, 4561), (5597, 5537, 5657), (5031, 4971, 5091), (2147, 2087, 2207), (5031, 4971, 5091), (3884, 3824, 3944), (22, 0, 82), (4501, 4441, 4561), (22, 0, 82), (376, 316, 436), (2147, 2087, 2207), (4501, 4441, 4561), (5784, 5724, 5844)]",-0.08161648130285137
"[(5031, 4971, 5091), (2147, 2087, 2207), (22, 0, 82), (2867, 2807, 2927), (3884, 3824, 3944), (4724, 4664, 4784), (2550, 2490, 2610), (2867, 2807, 2927), (1860, 1800, 1920), (22, 0, 82), (22, 0, 82), (22, 0, 82), (376, 316, 436)]",-0.07886500649045547
"[(4501, 4441, 4561), (376, 316, 436), (5597, 5537, 5657), (3884, 3824, 3944), (5784, 5724, 5844), (5784, 5724, 5844), (2550, 2490, 2610), (590, 530, 650), (5597, 5537, 5657), (590, 530, 650), (2147, 2087, 2207), (2550, 2490, 2610), (5597, 5537, 5657)]",-0.08722558626190269
"[(376, 316, 436), (590, 530, 650), (2147, 2087, 2207), (3884, 3824, 3944), (22, 0, 82), (376, 316, 436), (2867, 2807, 2927), (5784, 5724, 5844), (2147, 2087, 2207), (376, 316, 436), (1860, 1800, 1920), (5597, 5537, 5657), (2147, 2087, 2207)]",-0.16624126974014283
"[(1860, 1800, 1920), (2550, 2490, 2610), (4501, 4441, 4561), (2147, 2087, 2207), (3884, 3824, 3944), (590, 530, 650), (22, 0, 82), (5031, 4971, 5091), (22, 0, 82), (590, 530, 650), (590, 530, 650), (5597, 5537, 5657), (5784, 5724, 5844)]",-0.08352359714471325
"[(22, 0, 82), (1860, 1800, 1920), (5784, 5724, 5844), (2867, 2807, 2927), (590, 530, 650), (5784, 5724, 5844), (2867, 2807, 2927), (5031, 4971, 5091), (4724, 4664, 4784), (2867, 2807, 2927), (5597, 5537, 5657), (5597, 5537, 5657), (1860, 1800, 1920)]",-0.11757310932781062
"[(2147, 2087, 2207), (2147, 2087, 2207), (2550, 2490, 2610), (2867, 2807, 2927), (2147, 2087, 2207), (2147, 2087, 2207), (2550, 2490, 2610), (2550, 2490, 2610), (4501, 4441, 4561), (2147, 2087, 2207), (376, 316, 436), (2867, 2807, 2927), (376, 316, 436)]",-0.11189816240632383
"[(4501, 4441, 4561), (4724, 4664, 4784), (5031, 4971, 5091), (2550, 2490, 2610), (3884, 3824, 3944), (22, 0, 82), (5597, 5537, 5657), (2550, 2490, 2610), (2867, 2807, 2927), (4501, 4441, 4561), (376, 316, 436), (4501, 4441, 4561), (1860, 1800, 1920)]",-0.08510142549066538
"[(3884, 3824, 3944), (376, 316, 436), (5031, 4971, 5091), (590, 530, 650), (376, 316, 436), (2550, 2490, 2610), (2867, 2807, 2927), (1860, 1800, 1920), (22, 0, 82), (590, 530, 650), (2550, 2490, 2610), (3884, 3824, 3944), (5784, 5724, 5844)]",-0.05194156200973171
"[(5597, 5537, 5657), (4724, 4664, 4784), (2867, 2807, 2927), (2867, 2807, 2927), (3884, 3824, 3944), (2867, 2807, 2927), (4724, 4664, 4784), (376, 316, 436), (590, 530, 650), (4724, 4664, 4784), (4501, 4441, 4561), (4501, 4441, 4561), (590, 530, 650)]",-0.11777427913032584
"[(590, 530, 650), (22, 0, 82), (3884, 3824, 3944), (5597, 5537, 5657), (2147, 2087, 2207), (590, 530, 650), (3884, 3824, 3944), (3884, 3824, 3944), (1860, 1800, 1920), (22, 0, 82), (590, 530, 650), (4501, 4441, 4561), (590, 530, 650)]",-0.11978213507625271
